compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state,corp_parent_id,corp_parent_name,corp_parent_type,hos_beds,hos_dsch,hos_res,hos_children,hos_majteach,hos_vmajteach,hos_teachint,hos_highdpp,hos_ucburden,hos_highuc,hos_ownership,hos_net_revenue,hos_total_revenue
CHSP00003988,360236,Clermont Mercy Hospital,3000 Hospital Drive,Batavia,OH,45103,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),147,7652,0,0,0,0,0,0,0.0827359283,0,2,152709630,800874628
CHSP00003989,360056,Mercy Health - Fairfield Hospital,3000 Mack Road,Fairfield,OH,45014,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),204,12977,0,0,0,0,0,0,0.086993361,0,2,289367817,1518772247
CHSP00003990,360276,St Elizabeth Boardman Health Ctr,8401 Market Street,Boardman,OH,44512,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),210,16052,32.7,0,0,0,0.1557142857,0,0.0196989998,0,2,290463668,1465039210
CHSP00003991,360064,St. Elizabeth Health Center,1044 Belmont Avenue,Youngstown,OH,44504,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),323,19340,89.62,0,1,0,0.2774613003,0,0.0608021967,0,2,459983681,2441190305
CHSP00003992,360161,St. Joseph Health Center,667 Eastland Avenue Se,Warren,OH,44484,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),137,8905,6.91,0,0,0,0.0504379562,0,0.0263491355,0,2,206727001,1159754982
CHSP00003993,360234,Mercy Health West Hospital,3300 Mercy Health Boulevard,Cincinnati,OH,45211,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),205,13147,0,0,0,0,0,0,0.1050315512,1,2,278477130,1520557348
CHSP00003994,361310,Mercy Health-Willard Hospital Llc,1100 Neal Zick Road,Willard,OH,44890,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),20,377,0,0,0,0,0,0,0.0750170588,0,2,28735393,84845242
CHSP00003995,230066,Trinity Health Muskegon,1500 East Sherman Boulevard,Muskegon,MI,49444,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),297,16287,57.2,0,0,0,0.1925925926,0,0.0177035536,0,2,621153780,1852707183
CHSP00003996,371306,Mercy Health/Love County,300 Wanda Street,Marietta,OK,73448,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,72,0,0,0,0,0,0,0.1280495705,1,3,11439110,26902823
CHSP00003998,230004,Trinity Health Muskegon Hospital,1500 E Sherman Blvd,Muskegon,MI,49444,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00003999,230059,Trinity Health Grand Rapids,200 Jefferson Avenue Southeast,Grand Rapids,MI,49503,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),275,14815,90.39,0,1,0,0.3286909091,0,0.0196844418,0,2,601784313,1648790299
CHSP00004001,231320,Mh-Lakeshore Campus,72 South State Street,Shelby,MI,49455,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),24,405,0,0,0,0,0,0,0.0629752185,0,2,41878829,84901530
CHSP00004002,330279,Mercy Hospital Of Buffalo,565 Abbott Road,Buffalo,NY,14220,1,HSI00001430,Catholic Health Systems,Buffalo,NY,18234138,CATHOLIC HEALTH SYSTEMS,INTEGRATED DELIVERY NETWORK (IDN),346,19352,19.47,0,0,0,0.0562716763,0,0.0322511859,0,2,446527624,998283639
CHSP00004003,240115,Mercy Hospital,4050 Coon Rapids Boulevard,Coon Rapids,MN,55433,1,HSI00000029,Allina Health,Minneapolis,MN,17773295,ALLINA HEALTH,INTEGRATED DELIVERY NETWORK (IDN),464,27642,1.15,0,0,0,0.0024784483,0,0.0192284177,0,1,810983723,2780646959
CHSP00004004,241350,Essentia Health Moose Lake,4572 County Road 61,Moose Lake,MN,55767,1,HSI00000350,Essentia Health,Duluth,MN,17816669,ESSENTIA HEALTH,INTEGRATED DELIVERY NETWORK (IDN),25,511,0,0,0,0,0,0,0.0824306326,0,3,38090744,65113587
CHSP00004005,170075,Mercy Hospital  Inc.,218 East Pack Street,Moundridge,KS,67107,1,,,,,,,,15,163,0,0,0,0,0,0,0.0489358078,0,2,3358737,5641940
CHSP00004007,370020,Mercy Hospital Ada,430 North Monte Vista,Ada,OK,74820,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),108,3725,0,0,0,0,0,0,0.0632598245,0,2,109582881,413338332
CHSP00004008,370047,Mercy Hospital Ardmore,1011 14th Avenue Nw,Ardmore,OK,73401,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),140,5941,0,0,0,0,0,0,0.079144851,0,2,158813292,668967723
CHSP00004009,261316,Mercy Hospital Aurora,500 Porter Street,Aurora,MO,65605,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,671,0,0,0,0,0,0,0.0754675154,0,2,28500464,82227224
CHSP00004010,041329,Mercy Hospital Berryville,214 Carter Street,Berryville,AR,72616,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,275,0,0,0,0,0,0,0.153932952,1,2,17901071,62890229
CHSP00004011,041318,Mercy Hospital Booneville,880 West Main Street,Booneville,AR,72927,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),12,291,0,0,0,0,0,0,0.0998529019,0,2,14293241,35360268
CHSP00004012,261338,Mercy Hospital Carthage,3125 Dr Russell Smith Way,Carthage,MO,64836,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,574,0,0,0,0,0,0,0.1925510877,1,2,58400182,183599769
CHSP00004013,261317,Mercy Hospital Cassville,94 Main Street,Cassville,MO,65625,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,344,0,0,0,0,0,0,0.3081226293,1,2,21390271,60139417
CHSP00004014,171308,Mercy Hospital Columbus,220 North Pennsylvania Avenue,Columbus,KS,66725,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,20,0,0,0,0,0,0,0.2197150319,1,2,5847210,7248453
CHSP00004017,040062,Mercy Hospital Fort Smith,7301 Rogers Avenue,Fort Smith,AR,72903,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),256,16588,30.75,0,0,0,0.1201171875,0,0.0398051889,0,2,447074282,1634184759
CHSP00004018,371310,Mercy Hospital Healdton  Inc.,3462 Hospital Road,Healdton,OK,73438,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,212,0,0,0,0,0,0,0.1079737948,1,2,8133702,17527966
CHSP00004019,260023,Mercy Hospital Jefferson,1400 Us Highway 61 South,Festus,MO,63028,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),179,9441,0,0,0,0,0,0,0.0564563285,0,1,196819659,840666277
CHSP00004020,260001,Mercy Hospital Joplin,100 Mercy Way,Joplin,MO,64804,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),242,14192,0,0,0,0,0,0,0.0528086205,0,2,269268070,1169273809
CHSP00004021,371313,Mercy Hospital Kingfisher,1000 Hospital Cirle,Kingfisher,OK,73750,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,332,0,0,0,0,0,0,0.0998759236,0,2,14483803,31851518
CHSP00004022,260059,Mercy Hospital Lebanon,100 Hospital Drive,Lebanon,MO,65536,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),43,1597,0,0,0,0,0,0,0.0598636742,0,2,94148909,335814542
CHSP00004023,261319,Mercy Hospital Lincoln,1000 East Cherry Street,Troy,MO,63379,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,775,0,0,0,0,0,0,0.2384140988,1,2,30654409,142024315
CHSP00004024,371317,Mercy Hospital Logan County,200 South Academy Road,Guthrie,OK,73044,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,475,0,0,0,0,0,0,0.0720023709,0,2,22182570,59063525
CHSP00004025,370013,Mercy Hospital Okc,4300 West Memorial Road,Oklahoma City,OK,73120,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),344,17761,0,0,0,0,0,0,0.0467361839,0,2,674253639,2732808111
CHSP00004026,041303,Mercy Hospital Ozark,801 West River Street,Ozark,AR,72949,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),12,274,0,0,0,0,0,0,0.1144964823,1,2,12441656,35369126
CHSP00004027,041300,Mercy Hospital Paris,500 East Academy,Paris,AR,72855,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),12,320,0,0,0,0,0,0,0.0897854147,0,2,11470328,30896689
CHSP00004028,040010,Mercy Medical Center,2710 Rife Medical Lane,Rogers,AR,72758,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),236,13470,19.49,0,0,0,0.0825847458,0,0.0635545053,0,2,366706360,1621187833
CHSP00004029,260065,Mercy Hospital Springfield,1235 East Cherokee Street,Springfield,MO,65804,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),617,30417,0,0,0,0,0,0,0.0563256578,0,2,1054831738,4279866933
CHSP00004030,260020,Mercy Hospital - St. Louis,615 South New Ballas Road,Saint Louis,MO,63141,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),815,40021,86.47,0,0,0,0.1060981595,0,0.0399938638,0,2,1388465517,5145346694
CHSP00004031,371304,Mercy Hospital Tishomingo,1000 South Byrd Street,Tishomingo,OK,73460,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,213,0,0,0,0,0,0,0.066100438,0,2,9254672,18602036
CHSP00004032,041305,Mercy Hospital Waldron,1341 West 6th Street,Waldron,AR,72958,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),12,305,0,0,0,0,0,0,0.0859694124,0,2,10108755,24917959
CHSP00004033,260052,Mercy Hospital - Washington,901 East Fifth Street,Washington,MO,63090,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),140,6359,0,0,0,0,0,0,0.0626945449,0,2,202855551,889974647
CHSP00004034,371302,Mercy Hospital Watonga,500 North Clarence Nash Boulevard,Watonga,OK,73772,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,170,0,0,0,0,0,0,0.1223242765,1,2,8184675,18064864
CHSP00004035,140158,Insights Hospital And Medical Center,2525 South Michigan Avenue,Chicago,IL,60616,1,,,,,,,,52,1135,0,0,0,0,0,1,0.1254184868,1,2,40085063,49025364
CHSP00004036,520066,Mercy Health System Corporation,1000 Mineral Point Avenue,Janesville,WI,53548,1,HSI00000667,Mercyhealth,Janesville,WI,18956752,MERCYHEALTH,INTEGRATED DELIVERY NETWORK (IDN),182,5694,15.96,0,0,0,0.0876923077,0,0.0194607617,0,1,-129997696,1382459886
CHSP00004037,360270,Mercy Hospital Of Defiance  Llc,1404 East Second Street,Defiance,OH,43512,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),23,1043,0,0,0,0,0,0,0.0579303303,0,2,51550740,193709416
CHSP00004038,050414,Mercy Hospital Of Folsom,1650 Creekside Drive,Folsom,CA,95630,1,HSI00001427,CommonSpirit Health,Chicago,IL,24989165,COMMONSPIRIT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),106,7221,0,0,0,0,0,0,0.0651104402,0,2,287767222,1228091590
CHSP00004039,161338,Mercyone Oelwein Medical Center,201 Eighth Avenue Se,Oelwein,IA,50662,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),17,205,0,0,0,0,0,0,0.0409832402,0,2,13809728,31776856
CHSP00004040,200008,Mercy Hospital,175 Fore River Parkway,Portland,ME,04102,1,HSI00000330,Northern Light Health,Brewer,ME,17773471,NORTHERN LIGHT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),77,3746,0,0,0,0,0,0,0.0185570173,0,1,270174367,738881180
CHSP00004041,050295,Mercy Hospital,2215 Truxtun Avenue,Bakersfield,CA,93301,1,HSI00001427,CommonSpirit Health,Chicago,IL,24989165,COMMONSPIRIT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),229,11075,0,0,0,0,0,1,0.0679009188,0,2,371217716,1526772575
CHSP00004042,160029,Mercy Hospital Iowa City,500 East Market Street,Iowa City,IA,52245,1,HSI00001106,Trinity Health,Livonia,MI,18293399,MERCY IOWA CITY,INTEGRATED DELIVERY NETWORK (IDN),211,4751,0,0,0,0,0,0,0.0500127122,0,2,144589824,640952307
CHSP00004045,220066,The Mercy Hospital,271 Carew Street,Springfield,MA,01104,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),150,7418,0,0,0,0,0,0,0.0858759078,0,2,276368207,648261902
CHSP00004046,330259,Mercy Medical Center,1000 North Village Avenue,Rockville Centre,NY,11570,1,HSI00000186,Catholic Health,Rockville Centre,NY,17991358,CATHOLIC HEALTH,INTEGRATED DELIVERY NETWORK (IDN),299,9276,3.85,0,0,0,0.0128762542,0,0.1768545825,1,2,282394196,1354797714
CHSP00004047,210008,Mercy Medical Center,301 St Paul Place,Baltimore,MD,21202,1,HSI00000663,Mercy Medical Center,Baltimore,MD,18387606,MERCY MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),173,11175,52.19,0,1,0,0.3016763006,1,0.0417107006,0,2,561307806,660360569
CHSP00004048,360070,Ccf Mercy Medical Center,1320 Mercy Drive Nw,Canton,OH,44708,1,HSI00001078,Cleveland Clinic,Cleveland,OH,17773973,CLEVELAND CLINIC,INTEGRATED DELIVERY NETWORK (IDN),317,15295,20.81,0,0,0,0.0656466877,0,0.0744711287,0,1,354142786,1506158361
CHSP00004049,520048,Ascension Northeast Wisconsin Mercy Hospital,500 South Oakwood Road,Oshkosh,WI,54904,1,HSI00000055,Ascension Health,Saint Louis,MO,17773929,ASCENSION,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00004050,351334,Mercy Medical Center,1301 15th Avenue West,Williston,ND,58801,1,HSI00001427,CommonSpirit Health,Chicago,IL,N/A,N/A,N/A,25,1580,0,0,0,0,0,0,0.136387425,1,2,85164922,198066067
CHSP00004051,380027,Mercy Medical Center,2700 Stewart Parkway,Roseburg,OR,97471,1,HSI00001427,CommonSpirit Health,Chicago,IL,24989165,COMMONSPIRIT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),130,6927,10.99,0,0,0,0.0845384615,0,0.0684123901,0,2,247098732,844909697
CHSP00004053,050444,Mercy Medical Center Merced,333 Mercy Avenue,Merced,CA,95340,1,HSI00001427,CommonSpirit Health,Chicago,IL,24989165,COMMONSPIRIT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),186,10378,22.65,0,0,0,0.1217741935,1,0.0977186891,0,2,385234921,1919010635
CHSP00004054,051319,Mercy Medical Center Mt. Shasta,914 Pine Street,Mount Shasta,CA,96067,1,HSI00001427,CommonSpirit Health,Chicago,IL,24989165,COMMONSPIRIT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),25,763,0,0,0,0,0,0,0.086316883,0,2,65412907,161554195
CHSP00004055,050280,Mercy Medical Center Redding,2175 Rosaline Avenue,Redding,CA,96001,1,HSI00001427,CommonSpirit Health,Chicago,IL,24989165,COMMONSPIRIT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),262,12728,17.42,0,0,0,0.0664885496,0,0.0298140962,0,2,588461804,2438244269
CHSP00004056,160079,Mercy Medical Center,701 Tenth Street Se,Cedar Rapids,IA,52403,1,HSI00000666,Mercy Medical Center,Cedar Rapids,IA,17773960,MERCY MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),216,8925,0,0,0,0,0,0,0.0304293677,0,2,401057000,1572102110
CHSP00004057,161377,Mercy Medical Center-Centerville,1 St Joseph's Drive,Centerville,IA,52544,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),20,302,0,0,0,0,0,0,0.0031562142,0,2,40415609,97176772
CHSP00004058,160080,Mercyone Clinton Medical Center,1410 North Fourth Street,Clinton,IA,52732,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),107,3063,0,0,0,0,0,0,0.0368102391,0,2,116077063,445730677
CHSP00004059,160083,Mercy Medical Center-Des Moines,1111 6th Avenue,Des Moines,IA,50314,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),591,28052,59.28,0,0,0,0.1003045685,0,0.058039039,0,2,635751815,3232666835
CHSP00004060,160069,Mercyone Dubuque Medical Center,250 Mercy Drive,Dubuque,IA,52001,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),142,7160,0,0,0,0,0,0,0.0225218996,0,2,152742128,513381648
CHSP00004061,161378,Mercyone Dyersville Medical Center,1111 Third Street Sw,Dyersville,IA,52040,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),13,26,0,0,0,0,0,0,0.0325504148,0,2,6488927,9980918
CHSP00004062,161331,Mercy Medical Center - New Hampton,308 North Maple Avenue,New Hampton,IA,50659,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),11,175,0,0,0,0,0,0,0.0241400925,0,2,19670792,38403708
CHSP00004063,160064,Mercyone North Iowa Medical Center,1000 Fourth Street Sw,Mason City,IA,50401,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),199,8447,45.28,0,0,0,0.2275376884,0,0.0192097463,0,2,390344156,1446140448
CHSP00004064,160153,Mercyone Siouxland Medical Center,801 Fifth Street,Sioux City,IA,51101,1,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),125,5692,5.18,0,0,0,0.04144,0,0.0827566673,0,1,148183032,545007496
CHSP00004065,361312,Mercy Health - Urbana Hospital,904 Scioto Street,Urbana,OH,43078,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),25,718,0,0,0,0,0,0,0.1138343683,1,2,28080978,140375161
CHSP00004069,360172,Mercy Regional Medical Center,3700 Kolbe Road,Lorain,OH,44053,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),149,7759,0,0,0,0,0,0,0.0866554165,0,2,221806960,1166554825
CHSP00004070,190167,Mercy Regional Medical Center,800 East Main Street,Ville Platte,LA,70586,1,HSI00000026,Allegiance Health Management,Bossier City,LA,18226046,ALLEGIANCE HEALTH MANAGEMENT,INTEGRATED DELIVERY NETWORK (IDN),27,792,0,0,0,0,0,0,0.2564355098,1,5,32403365,192819539
CHSP00004071,060013,Centura Mercy Hospital,1010 Three Springs Boulevard,Durango,CO,81301,1,HSI00001427,CommonSpirit Health,Chicago,IL,24989165,COMMONSPIRIT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),73,4643,0,0,0,0,0,0,0.0522129416,0,1,270352250,1053506650
CHSP00004072,263029,Mercy Rehabilitation Hospital St. Lo,14561 North Outer Forty Road,Chesterfield,MO,63017,0,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),90,1858,0,0,0,0,0,0,,0,5,45910607,63298203
CHSP00004073,373033,Mercy Rehabilitation Hospital Oklaho,5401 West Memorial Rd,Oklahoma City,OK,73142,0,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),66,1272,0,0,0,0,0,0,,0,5,27992841,42597192
CHSP00004074,263032,Mercy Rehabilitation Hospital Spring,5904 South Southwood Road,Springfield,MO,65804,0,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),60,1430,0,0,0,0,0,0,,0,5,27108602,35126626
CHSP00004075,050516,Mercy San Juan Medical Center,6501 Coyle Avenue,Carmichael,CA,95608,1,HSI00001427,CommonSpirit Health,Chicago,IL,24989165,COMMONSPIRIT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),384,19938,1.73,0,0,0,0.0045052083,1,0.0336428313,0,2,756278202,3449258202
CHSP00004077,360262,Mercy Health Saint Anne Hospital Llc,3404 W Sylvania Ave,Toledo,OH,43623,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00004078,261335,Mercy St Francis Hospital,100 West Highway 60,Mountain View,MO,65548,1,HSI00000660,Mercy,Chesterfield,MO,17774100,MERCY,INTEGRATED DELIVERY NETWORK (IDN),25,130,0,0,0,0,0,0,0.1602673518,1,2,15544098,42843963
CHSP00004079,360112,St Vincent Medical Center,2213 Cherry Street,Toledo,OH,43608,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),525,32688,180.87,0,1,0,0.3445142857,0,0.0417896355,0,2,921890436,6593534591
CHSP00004080,360089,Mercy Health-Tiffin  Hospital Llc,45 St Lawrence Drive,Tiffin,OH,44883,1,HSI00001428,Bon Secours Mercy Health,Cincinnati,OH,18155713,BON SECOURS MERCY HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),35,2822,0,0,0,0,0,0,0.0550371997,0,2,103717280,343085997
CHSP00004081,521357,Mercy Walworth Hospital,N2950 State Road 67,Lake Geneva,WI,53147,1,HSI00000667,Mercyhealth,Janesville,WI,18956752,MERCYHEALTH,INTEGRATED DELIVERY NETWORK (IDN),25,1096,0,0,0,0,0,0,0.0031774188,0,1,616417665,2128875247
CHSP00004083,140239,Javon Bea Hospital,8201 East Riverside Boulevard,Rockford,IL,61114,1,HSI00000667,Mercyhealth,Janesville,WI,18956752,MERCYHEALTH,INTEGRATED DELIVERY NETWORK (IDN),194,6583,66.84,0,1,0,0.3445360825,0,0.0189305834,0,1,364435697,1187215735
CHSP00004085,154053,Meridian Health Services,240 North Tillotson Avenue,Muncie,IN,47304,0,,,,,N/A,N/A,N/A,,,,,,,,,,,,,
CHSP00004087,250128,Panola Medical Center,303 Medical Center Drive,Batesville,MS,38606,1,,,,,30059084,PANOLA MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),21,892,0,0,0,0,0,0,0.0432894144,0,1,33419239,128694303
CHSP00004089,250007,Biloxi Regional Medical Center,150 Reynoir Street,Biloxi,MS,39530,1,HSI00000249,Community Health Systems,Franklin,TN,17773305,COMMUNITY HEALTH SYSTEMS INC,INTEGRATED DELIVERY NETWORK (IDN),121,3298,0,0,0,0,0,1,0.0860909092,0,5,66390066,1045180260
CHSP00004090,250072,Central Mississippi Medical Center,1850 Chadwick Drive,Jackson,MS,39204,1,HSI00000249,Community Health Systems,Franklin,TN,17773305,COMMUNITY HEALTH SYSTEMS INC,INTEGRATED DELIVERY NETWORK (IDN),238,4645,0,0,0,0,0,1,0.1535368702,1,5,86331733,754755342
CHSP00004091,250025,Monroe Health Services  Inc.,1105 Earl Frye Boulevard,Amory,MS,38821,1,HSI00000750,North Mississippi Health Services,Tupelo,MS,17773815,NORTH MISSISSIPPI HEALTH SERVICES,INTEGRATED DELIVERY NETWORK (IDN),95,2044,0,0,0,0,0,0,0.0881336532,0,1,49668509,226511254
CHSP00004092,250038,Madison River Oaks Medical Center,161 River Oaks Drive,Canton,MS,39046,1,HSI00000249,Community Health Systems,Franklin,TN,17773305,COMMUNITY HEALTH SYSTEMS INC,INTEGRATED DELIVERY NETWORK (IDN),67,902,0,0,0,0,0,0,0.071611252,0,5,32862733,337312910
CHSP00004093,250084,Natchez Regional Medical Center,54 Seargent 's' Prentiss Drive,Natchez,MS,39120,1,HSI00000249,Community Health Systems,Franklin,TN,17773305,COMMUNITY HEALTH SYSTEMS INC,INTEGRATED DELIVERY NETWORK (IDN),131,2354,0,0,0,0,0,0,0.0458493223,0,5,57990729,601904080
CHSP00004094,250042,Delta Health-Northwest Regional,1970 Hospital Drive,Clarksdale,MS,38614,1,HSI00000306,Delta Health System,Greenville,MS,18361564,DELTA HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),181,1265,0,0,0,0,0,1,0.0782001374,0,3,28510579,175107011
CHSP00004095,250096,Crossgates River Oaks Hospital,350 Crossgates Boulevard,Brandon,MS,39042,1,HSI00000249,Community Health Systems,Franklin,TN,17773305,COMMUNITY HEALTH SYSTEMS INC,INTEGRATED DELIVERY NETWORK (IDN),86,1326,0,0,0,0,0,0,0.0738346542,0,5,40351255,432338428
CHSP00004096,250138,River Oaks Hospital,1030 River Oaks Drive,Flowood,MS,39232,1,HSI00000249,Community Health Systems,Franklin,TN,17773305,COMMUNITY HEALTH SYSTEMS INC,INTEGRATED DELIVERY NETWORK (IDN),158,5332,0,0,0,0,0,0,0.0392402262,0,5,164138367,1953026592
