facility_id,facility_name,city,state,zip_code,facility_type,ownership,facility_name_normalized,health_system,msp_gatekeeper,vms_software,msp_exclusive,ehr_system,radius_rule_miles,msp_notes,data_source,confidence,ccn,hos_beds,hos_dsch,corp_parent_name,hos_net_revenue,hos_ucburden
180040,UOFL HEALTH - JEWISH HOSPITAL and Mary & Elizabeth Hospital,LOUISVILLE,KY,40202,Acute Care Hospitals,Voluntary non-profit - Private,uofl health jewish hospital and mary elizabeth hospital,UofL Health,,,,,,,cms_gov,high,180040,789.0,36945.0,UOFL HEALTH,1131884232.0,0.0209777496
180043,AdventHealthManchester,MANCHESTER,KY,40962,Acute Care Hospitals,Voluntary non-profit - Church,adventhealthmanchester,AdventHealth,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,180043,49.0,1598.0,ADVENTHEALTH,83024189.0,0.0325395403
180044,PIKEVILLE MEDICAL CENTER,PIKEVILLE,KY,41501,Acute Care Hospitals,Voluntary non-profit - Private,pikeville medical center,Pikeville Medical Center,,,,,,,cms_gov,high,180044,328.0,10227.0,PIKEVILLE MEDICAL CENTER INC,600022319.0,0.0123572576
180045,ST ELIZABETH FLORENCE,FLORENCE,KY,41042,Acute Care Hospitals,Voluntary non-profit - Private,st elizabeth florence,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180045,146.0,8680.0,SAINT ELIZABETH HEALTHCARE,231902050.0,0.062818868
180046,BOURBON COMMUNITY HOSPITAL,PARIS,KY,40361,Acute Care Hospitals,Proprietary,bourbon community hospital,LifePoint Health,HealthTrust,Unknown,True,Mixed,50.0,,cms_gov,high,180046,34.0,984.0,LIFEPOINT HEALTH,43990739.0,0.0134961136
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,DANVILLE,KY,40422,Acute Care Hospitals,Voluntary non-profit - Private,ephraim mcdowell regional medical center,Ephraim Mcdowell Health,,,,,,,cms_gov,high,180048,157.0,5496.0,EPHRAIM MCDOWELL HEALTH,234678984.0,0.0197989679
180049,BAPTIST HEALTH RICHMOND,RICHMOND,KY,40475,Acute Care Hospitals,Voluntary non-profit - Private,baptist health richmond,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180049,53.0,3569.0,BAPTIST HEALTHCARE SYSTEM INC,145639633.0,0.0192618101
180050,HARLAN ARH HOSPITAL,HARLAN,KY,40831,Acute Care Hospitals,Voluntary non-profit - Other,harlan arh hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180050,56.0,2121.0,APPALACHIAN REGIONAL HEALTHCARE INC,69919771.0,0.0584904835
180051,JENNIE STUART MEDICAL CENTER,HOPKINSVILLE,KY,42241,Acute Care Hospitals,Voluntary non-profit - Private,jennie stuart medical center,Quorum Health Corporation,,,,,,,cms_gov,high,180051,105.0,3329.0,QUORUM HEALTH CORP,191392983.0,0.0128144112
180056,DEACONESS HENDERSON HOSPITAL,HENDERSON,KY,42420,Acute Care Hospitals,Voluntary non-profit - Church,deaconess henderson hospital,Deaconess Health System,,,,,,,cms_gov,high,180056,118.0,3752.0,DEACONESS HEALTH SYSTEM,126914273.0,0.0415620412
180064,SAINT JOSEPH MOUNT STERLING,MOUNT STERLING,KY,40353,Acute Care Hospitals,Voluntary non-profit - Private,saint joseph mount sterling,CommonSpirit,Internal Travel Program,Internal,True,Epic,50.0,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,180064,42.0,1780.0,COMMONSPIRIT HEALTH,64151643.0,0.0285629632
180066,The Medical Center at Russellville,RUSSELLVILLE,KY,42276,Acute Care Hospitals,Proprietary,the medical center at russellville,ScionHealth,HealthTrust,Unknown,True,Mixed,50.0,,cms_gov,high,180066,37.0,386.0,SCIONHEALTH,22088748.0,0.091054092
180067,UNIVERSITY OF KENTUCKY HOSPITAL,LEXINGTON,KY,40536,Acute Care Hospitals,Government - State,university of kentucky hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180067,1144.0,42521.0,UNIVERSITY OF KENTUCKY HEALTHCARE,2291791817.0,0.0184234699
180069,TUG VALLEY ARH REGIONAL MEDICAL CENTER,SOUTH WILLIAMSON,KY,41503,Acute Care Hospitals,Proprietary,tug valley arh regional medical center,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180069,88.0,1727.0,APPALACHIAN REGIONAL HEALTHCARE INC,46334423.0,0.0740789467
18006F,LOUISVILLE VA MEDICAL CENTER,LOUISVILLE,KY,40206,Acute Care - Veterans Administration,Veterans Health Administration,louisville va medical center,,,,,,,,cms_gov,high,18006F,,,VETERANS HEALTH ADMINISTRATION,,
180070,OWENSBORO HEALTH TWIN LAKES MEDICAL CENTER,LEITCHFIELD,KY,42754,Acute Care Hospitals,Voluntary non-profit - Other,owensboro health twin lakes medical center,Owensboro Health,,,,,,,cms_gov,high,180070,49.0,1930.0,OWENSBORO HEALTH,55247921.0,0.0288956428
180078,PAINTSVILLE ARH HOSPITAL,PAINTSVILLE,KY,41240,Acute Care Hospitals,Proprietary,paintsville arh hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180078,39.0,1170.0,APPALACHIAN REGIONAL HEALTHCARE INC,30273517.0,0.008303667
180079,HARRISON MEMORIAL HOSPITAL,CYNTHIANA,KY,41031,Acute Care Hospitals,Voluntary non-profit - Other,harrison memorial hospital,,,,,,,,cms_gov,high,180079,26.0,1241.0,,83795348.0,0.0201984191
18007F,LEXINGTON VA MEDICAL CENTER,LEXINGTON,KY,40502,Acute Care - Veterans Administration,Veterans Health Administration,lexington va medical center,,,,,,,,cms_gov,high,18007F,,,VETERANS HEALTH ADMINISTRATION,,
180080,BAPTIST HEALTH CORBIN,CORBIN,KY,40701,Acute Care Hospitals,Voluntary non-profit - Private,baptist health corbin,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180080,197.0,9335.0,BAPTIST HEALTHCARE SYSTEM INC,285372031.0,0.0106260438
180087,TAYLOR REGIONAL HOSPITAL,CAMPBELLSVILLE,KY,42718,Acute Care Hospitals,Government - Hospital District or Authority,taylor regional hospital,CommonSpirit,Internal Travel Program,Internal,True,Epic,50.0,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,180087,90.0,1838.0,COMMONSPIRIT HEALTH,109898882.0,0.0130366209
180088,"NORTON HOSPITALS, INC",LOUISVILLE,KY,40202,Acute Care Hospitals,Voluntary non-profit - Private,norton hospitals inc,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180088,1515.0,74196.0,NORTON HEALTHCARE INC,2985238752.0,0.0116637552
180092,CLARK REGIONAL MEDICAL CENTER,WINCHESTER,KY,40391,Acute Care Hospitals,Proprietary,clark regional medical center,LifePoint Health,HealthTrust,Unknown,True,Mixed,50.0,,cms_gov,high,180092,54.0,3745.0,LIFEPOINT HEALTH,156393424.0,0.0136579897
180093,BAPTIST HEALTH DEACONESS MADISONVILLE,MADISONVILLE,KY,42431,Acute Care Hospitals,Voluntary non-profit - Private,baptist health deaconess madisonville,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180093,154.0,5335.0,BAPTIST HEALTHCARE SYSTEM INC,220049966.0,0.0133535346
180101,GEORGETOWN COMMUNITY HOSPITAL,GEORGETOWN,KY,40324,Acute Care Hospitals,Proprietary,georgetown community hospital,LifePoint Health,HealthTrust,Unknown,True,Mixed,50.0,,cms_gov,high,180101,75.0,2124.0,LIFEPOINT HEALTH,118450173.0,0.0092512916
180102,MERCY HEALTH - LOURDES HOSPITAL,PADUCAH,KY,42003,Acute Care Hospitals,Voluntary non-profit - Church,mercy health lourdes hospital,Mercy,Trusted Health / Flex Team,App-Based,False,Epic,,,cms_gov,high,180102,184.0,9837.0,BON SECOURS MERCY HEALTH INC,319168927.0,0.0192460598
180103,BAPTIST HEALTH LEXINGTON,LEXINGTON,KY,40503,Acute Care Hospitals,Voluntary non-profit - Other,baptist health lexington,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180103,434.0,22360.0,BAPTIST HEALTHCARE SYSTEM INC,760575976.0,0.0067750499
180104,BAPTIST HEALTH PADUCAH,PADUCAH,KY,42003,Acute Care Hospitals,Voluntary non-profit - Church,baptist health paducah,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180104,190.0,9370.0,BAPTIST HEALTHCARE SYSTEM INC,391664145.0,0.0105130946
180105,MONROE COUNTY MEDICAL CENTER,TOMPKINSVILLE,KY,42167,Acute Care Hospitals,Voluntary non-profit - Other,monroe county medical center,,,,,,,,cms_gov,high,180105,49.0,898.0,,17725580.0,0.0632695124
180115,"ROCKCASTLE COUNTY HOSPITAL, INC.",MOUNT VERNON,KY,40456,Acute Care Hospitals,Voluntary non-profit - Private,rockcastle county hospital inc,,,,,,,,cms_gov,high,180115,30.0,737.0,ROCKCASTLE REGIONAL HOSPITAL AND RESPIRATORY CARE CENTERS,83355474.0,0.0190717194
180116,JACKSON PURCHASE MEDICAL CENTER,MAYFIELD,KY,42066,Acute Care Hospitals,Government - Hospital District or Authority,jackson purchase medical center,LifePoint Health,HealthTrust,Unknown,True,Mixed,50.0,,cms_gov,high,180116,95.0,3315.0,LIFEPOINT HEALTH,91142790.0,0.0110698551
180124,TRISTAR GREENVIEW REGIONAL HOSPITAL,BOWLING GREEN,KY,42104,Acute Care Hospitals,Proprietary,tristar greenview regional hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180124,118.0,5712.0,HCA HEALTHCARE INC,143120220.0,0.0385055286
180127,FRANKFORT REGIONAL MEDICAL CENTER,FRANKFORT,KY,40601,Acute Care Hospitals,Proprietary,frankfort regional medical center,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180127,118.0,5666.0,HCA HEALTHCARE INC,122284366.0,0.0382386186
180128,THREE RIVERS MEDICAL CENTER,LOUISA,KY,41230,Acute Care Hospitals,Proprietary,three rivers medical center,Quorum Health Corporation,,,,,,,cms_gov,high,180128,65.0,1294.0,QUORUM HEALTH CORP,42990647.0,0.0203084805
180130,BAPTIST HEALTH LOUISVILLE,LOUISVILLE,KY,40207,Acute Care Hospitals,Voluntary non-profit - Private,baptist health louisville,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180130,454.0,24083.0,BAPTIST HEALTHCARE SYSTEM INC,677106754.0,0.0105878791
180132,LAKE CUMBERLAND REGIONAL HOSPITAL,SOMERSET,KY,42503,Acute Care Hospitals,Proprietary,lake cumberland regional hospital,LifePoint Health,HealthTrust,Unknown,True,Mixed,50.0,,cms_gov,high,180132,182.0,8096.0,LIFEPOINT HEALTH,326216254.0,0.0135624213
180138,BAPTIST HEALTH LAGRANGE,LA GRANGE,KY,40031,Acute Care Hospitals,Voluntary non-profit - Private,baptist health lagrange,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,180138,42.0,1535.0,BAPTIST HEALTHCARE SYSTEM INC,236921393.0,0.0057540226
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,LOUISVILLE,KY,40202,Acute Care Hospitals,Voluntary non-profit - Private,university of louisville hospital,UofL Health,,,,,,,cms_gov,high,180141,333.0,26431.0,UOFL HEALTH,806114899.0,0.019324472
180143,SAINT JOSEPH EAST,LEXINGTON,KY,40509,Acute Care Hospitals,Voluntary non-profit - Private,saint joseph east,CommonSpirit,Internal Travel Program,Internal,True,Epic,50.0,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,180143,138.0,5543.0,COMMONSPIRIT HEALTH,209478079.0,0.022210833
180149,TJ HEALTH COLUMBIA,COLUMBIA,KY,42728,Acute Care Hospitals,Government - Hospital District or Authority,tj health columbia,T J Regional Health,,,,,,,cms_gov,high,180149,49.0,191.0,T J REGIONAL HEALTH INC,17485071.0,0.0420769528
180154,"PINEVILLE COMMUNITY HEALTH CENTER, INC",PINEVILLE,KY,40977,Acute Care Hospitals,Voluntary non-profit - Private,pineville community health center inc,,,,,,,,cms_gov,high,180154,45.0,362.0,,13064422.0,0.0198332696
181301,MARCUM AND WALLACE MEMORIAL HOSPITAL,IRVINE,KY,40336,Critical Access Hospitals,Voluntary non-profit - Private,marcum and wallace memorial hospital,Mercy,Trusted Health / Flex Team,App-Based,False,Epic,,,cms_gov,high,181301,25.0,770.0,BON SECOURS MERCY HEALTH INC,16831211.0,0.0292069073
181302,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,HARRODSBURG,KY,40330,Critical Access Hospitals,Voluntary non-profit - Other,the james b haggin memorial hospital,Ephraim Mcdowell Health,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181302,25.0,119.0,EPHRAIM MCDOWELL HEALTH,35535734.0,0.1275862942
181304,TRIGG COUNTY HOSPITAL,CADIZ,KY,42211,Critical Access Hospitals,Voluntary non-profit - Private,trigg county hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181304,25.0,140.0,,23982530.0,0.0215399339
181305,ARH OUR LADY OF THE WAY,MARTIN,KY,41649,Critical Access Hospitals,Voluntary non-profit - Private,arh our lady of the way,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,181305,25.0,271.0,APPALACHIAN REGIONAL HEALTHCARE INC,20817361.0,0.0253936466
181306,METHODIST HOSPITAL UNION COUNTY,MORGANFIELD,KY,42437,Critical Access Hospitals,Voluntary non-profit - Church,methodist hospital union county,Deaconess Health System,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181306,25.0,99.0,DEACONESS HEALTH SYSTEM,29920668.0,0.0439988686
181307,MORGAN COUNTY ARH HOSPITAL,WEST LIBERTY,KY,41472,Critical Access Hospitals,Voluntary non-profit - Private,morgan county arh hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,181307,25.0,214.0,APPALACHIAN REGIONAL HEALTHCARE INC,17035105.0,0.0251121504
181308,BLUEGRASS COMMUNITY HOSPITAL,VERSAILLES,KY,40383,Critical Access Hospitals,Proprietary,bluegrass community hospital,LifePoint Health,HealthTrust,Unknown,True,Mixed,50.0,,cms_gov,high,181308,25.0,323.0,LIFEPOINT HEALTH,18071210.0,0.0441182528
181309,CASEY COUNTY HOSPITAL,LIBERTY,KY,42539,Critical Access Hospitals,Government - Hospital District or Authority,casey county hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181309,24.0,239.0,,37739705.0,0.0192265602
181310,CARROLL COUNTY MEMORIAL HOSPITAL,CARROLLTON,KY,41008,Critical Access Hospitals,Voluntary non-profit - Private,carroll county memorial hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181310,25.0,216.0,,21624142.0,0.0391477713
181311,ST ELIZABETH GRANT,WILLIAMSTOWN,KY,41097,Critical Access Hospitals,Voluntary non-profit - Church,st elizabeth grant,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,181311,15.0,103.0,SAINT ELIZABETH HEALTHCARE,48162288.0,0.038336896
181314,CAVERNA MEMORIAL HOSPITAL,HORSE CAVE,KY,42749,Critical Access Hospitals,Voluntary non-profit - Private,caverna memorial hospital,Commonwealth Health Corporation,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181314,25.0,67.0,MED CENTER HEALTH,21087937.0,0.0281144087
181315,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,STANFORD,KY,40484,Critical Access Hospitals,Voluntary non-profit - Private,ephraim mcdowell fort logan hospital,Ephraim Mcdowell Health,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181315,25.0,625.0,EPHRAIM MCDOWELL HEALTH,36549643.0,0.1424113886
181316,MARY BRECKINRIDGE ARH HOSPITAL,HYDEN,KY,41749,Critical Access Hospitals,Voluntary non-profit - Private,mary breckinridge arh hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,181316,25.0,219.0,APPALACHIAN REGIONAL HEALTHCARE INC,21290548.0,0.0099603083
181317,CUMBERLAND COUNTY HOSPITAL,BURKESVILLE,KY,42717,Critical Access Hospitals,Government - Local,cumberland county hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181317,25.0,246.0,,26164774.0,0.0202240206
181318,THE MEDICAL CENTER AT FRANKLIN,FRANKLIN,KY,42135,Critical Access Hospitals,Voluntary non-profit - Private,the medical center at franklin,Commonwealth Health Corporation,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181318,25.0,254.0,MED CENTER HEALTH,33157754.0,0.0285481608
181319,BRECKINRIDGE MEMORIAL HOSPITAL,HARDINSBURG,KY,40143,Critical Access Hospitals,Government - Local,breckinridge memorial hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181319,25.0,944.0,NORTON HEALTHCARE INC,27580169.0,0.0192746013
181320,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",SALEM,KY,42078,Critical Access Hospitals,Voluntary non-profit - Private,livingston hospital and healthcare services inc,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,181320,25.0,368.0,,21250273.0,0.0259753089
181321,WAYNE COUNTY HOSPITAL,MONTICELLO,KY,42633,Critical Access Hospitals,Voluntary non-profit - Private,wayne county hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181321,25.0,191.0,,19884329.0,0.0607403702
181322,CALDWELL MEDICAL CENTER,PRINCETON,KY,42445,Critical Access Hospitals,Voluntary non-profit - Private,caldwell medical center,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181322,25.0,111.0,QUORUM HEALTH CORP,23816208.0,0.0355887993
181323,OHIO COUNTY HOSPITAL,HARTFORD,KY,42347,Critical Access Hospitals,Proprietary,ohio county hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181323,25.0,532.0,QUORUM HEALTH CORP,71118943.0,0.0262966243
181324,THE MEDICAL CENTER AT SCOTTSVILLE,SCOTTSVILLE,KY,42164,Critical Access Hospitals,Voluntary non-profit - Private,the medical center at scottsville,Commonwealth Health Corporation,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181324,25.0,188.0,MED CENTER HEALTH,34750844.0,0.0470267312
181325,JANE TODD CRAWFORD HOSPITAL,GREENSBURG,KY,42743,Critical Access Hospitals,Voluntary non-profit - Private,jane todd crawford hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181325,25.0,115.0,,36128273.0,0.019964988
181327,MARSHALL COUNTY HOSPITAL,BENTON,KY,42025,Critical Access Hospitals,Government - Hospital District or Authority,marshall county hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,181327,25.0,399.0,BAPTIST HEALTHCARE SYSTEM INC,21387833.0,0.041972893
181328,KNOX COUNTY HOSPITAL,BARBOURVILLE,KY,40906,Critical Access Hospitals,Government - Local,knox county hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,181328,25.0,542.0,APPALACHIAN REGIONAL HEALTHCARE INC,38770910.0,0.0246697846
181329,CHI SAINT JOSEPH BEREA NF,BEREA,KY,40403,Critical Access Hospitals,Voluntary non-profit - Private,chi saint joseph berea nf,CommonSpirit,Internal Travel Program,Internal,True,Epic,50.0,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,181329,25.0,697.0,COMMONSPIRIT HEALTH,40021177.0,0.0331465875
181330,RUSSELL COUNTY HOSPITAL,RUSSELL SPRINGS,KY,42642,Critical Access Hospitals,Government - Local,russell county hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,181330,25.0,405.0,,33294826.0,0.0188009681
181331,MCDOWELL ARH HOSPITAL,MC DOWELL,KY,41647,Critical Access Hospitals,Voluntary non-profit - Private,mcdowell arh hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,181331,25.0,375.0,APPALACHIAN REGIONAL HEALTHCARE INC,24930146.0,0.0186069764
184002,WESTERN STATE HOSPITAL,HOPKINSVILLE,KY,42240,Psychiatric,Government - Local,western state hospital,,,,,,,,cms_gov,high,184002,163.0,1532.0,,28796867.0,
184004,EASTERN STATE HOSPITAL,LEXINGTON,KY,40511,Psychiatric,Voluntary non-profit - Private,eastern state hospital,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,184004,195.0,3203.0,UNIVERSITY OF KENTUCKY HEALTHCARE,52411045.0,
184006,SUN BEHAVIORAL HEALTH,ERLANGER,KY,41018,Psychiatric,Proprietary,sun behavioral health,,,,,,,,cms_gov,high,184006,197.0,7133.0,,68841910.0,
184007,THE BROOK HOSPITAL - DUPONT,LOUISVILLE,KY,40207,Psychiatric,Voluntary non-profit - Private,the brook hospital dupont,Universal Health Services,,,,,,,cms_gov,high,184007,88.0,2629.0,UNIVERSAL HEALTH SERVICES INC,33972383.0,
184008,THE BROOK HOSPITAL - KMI,LOUISVILLE,KY,40242,Psychiatric,Government - Federal,the brook hospital kmi,Universal Health Services,,,,,,,cms_gov,high,184008,64.0,1946.0,UNIVERSAL HEALTH SERVICES INC,33118678.0,
184009,THE RIDGE BEHAVIORAL HEALTH SYSTEM,LEXINGTON,KY,40509,Psychiatric,Proprietary,the ridge behavioral health system,Universal Health Services,,,,,,,cms_gov,high,184009,110.0,2518.0,UNIVERSAL HEALTH SERVICES INC,44221817.0,
184012,LINCOLN TRAIL BEHAVIORAL HEALTH SYSTEM,RADCLIFF,KY,40160,Psychiatric,Proprietary,lincoln trail behavioral health system,Universal Health Services,,,,,,,cms_gov,high,184012,110.0,2060.0,UNIVERSAL HEALTH SERVICES INC,36358542.0,
184014,CUMBERLAND HALL HOSPITAL,HOPKINSVILLE,KY,42240,Psychiatric,Proprietary,cumberland hall hospital,Universal Health Services,,,,,,,cms_gov,high,184014,97.0,2153.0,UNIVERSAL HEALTH SERVICES INC,20449148.0,
184015,CENTRAL STATE HOSPITAL,LOUISVILLE,KY,40223,Psychiatric,Government - State,central state hospital,,,,,,,,cms_gov,high,184015,70.0,776.0,,4736898.0,
184017,RIVENDELL BEHAVIORAL HEALTH SERVICES,BOWLING GREEN,KY,42103,Psychiatric,Government - Federal,rivendell behavioral health services,Universal Health Services,,,,,,,cms_gov,high,184017,81.0,1936.0,UNIVERSAL HEALTH SERVICES INC,39438724.0,
190002,OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,LAFAYETTE,LA,70503,Acute Care Hospitals,Voluntary non-profit - Private,ochsner lafayette general medical center,Ochsner Health,Ochsner In-House Agency,Internal,True,Epic,,,cms_gov,high,190002,390.0,19367.0,OCHSNER HEALTH SYSTEM,627866148.0,0.0124495997
190004,THIBODAUX REGIONAL MEDICAL CENTER,THIBODAUX,LA,70301,Acute Care Hospitals,Voluntary non-profit - Private,thibodaux regional medical center,,,,,,,,cms_gov,high,190004,170.0,6759.0,,270432342.0,0.0146814998
190005,UNIVERSITY MEDICAL CENTER NEW ORLEANS,NEW ORLEANS,LA,70112,Acute Care Hospitals,Voluntary non-profit - Private,university medical center new orleans,LCMC Health,Aya Healthcare,LotusOne,True,Epic,,WARNING: Aya owns both the contract and the software (LotusOne). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,190005,310.0,10728.0,LCMC HEALTH SYSTEM,668084255.0,0.0807352752
190006,OCHSNER UNIVERSITY HOSPITAL AND CLINICS,LAFAYETTE,LA,70506,Acute Care Hospitals,Voluntary non-profit - Private,ochsner university hospital and clinics,Ochsner Health,Ochsner In-House Agency,Internal,True,Epic,,,cms_gov,high,190006,52.0,2250.0,OCHSNER HEALTH SYSTEM,158926648.0,0.0381595811
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,NATCHITOCHES,LA,71457,Acute Care Hospitals,Government - Hospital District or Authority,natchitoches regional medical center,Christus Health,Unknown,Unknown,False,Epic,,,cms_gov,high,190007,81.0,1646.0,CHRISTUS HEALTH,82412551.0,0.0419620794
190008,TERREBONNE GENERAL MEDICAL CENTER - PARISH,HOUMA,LA,70360,Acute Care Hospitals,Government - Hospital District or Authority,terrebonne general medical center parish,,,,,,,,cms_gov,high,190008,139.0,5444.0,TERREBONNE GENERAL HEALTH SYSTEM,230610775.0,0.009071964
190011,OCHSNER LSU HEALTH MONROE,MONROE,LA,71202,Acute Care Hospitals,Voluntary non-profit - Private,ochsner lsu health monroe,Ochsner Health,Ochsner In-House Agency,Internal,True,Epic,,,cms_gov,high,190011,84.0,5008.0,OCHSNER HEALTH SYSTEM,85077726.0,0.0360440936
190013,WEST CALCASIEU CAMERON HOSPITAL,SULPHUR,LA,70663,Acute Care Hospitals,Government - Hospital District or Authority,west calcasieu cameron hospital,,,,,,,,cms_gov,high,190013,107.0,1959.0,WEST CALCASIEU CAMERON HOSPITAL,59643925.0,0.115153856
190014,OCHSNER ST MARY,MORGAN CITY,LA,70380,Acute Care Hospitals,Voluntary non-profit - Private,ochsner st mary,Ochsner Health,Ochsner In-House Agency,Internal,True,Epic,,,cms_gov,high,190014,105.0,919.0,OCHSNER HEALTH SYSTEM,36229926.0,0.0305062363
190015,NORTH OAKS MEDICAL CENTER,HAMMOND,LA,70403,Acute Care Hospitals,Government - Hospital District or Authority,north oaks medical center,North Oaks Health System,,,,,,,cms_gov,high,190015,247.0,10209.0,NORTH OAKS HEALTH SYSTEM,280227165.0,0.0176075154
190017,OPELOUSAS GENERAL HEALTH SYSTEM,OPELOUSAS,LA,70570,Acute Care Hospitals,Government - Hospital District or Authority,opelousas general health system,,,,,,,,cms_gov,high,190017,151.0,7204.0,OPELOUSAS GENERAL HEALTH SYSTEM,168502445.0,0.0251268923
190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,ALEXANDRIA,LA,71301,Acute Care Hospitals,Voluntary non-profit - Private,christus st frances cabrini hospital,Christus Health,Unknown,Unknown,False,Epic,,,cms_gov,high,190019,268.0,12187.0,CHRISTUS HEALTH,363014755.0,0.0253852746
190020,LANE REGIONAL MEDICAL CENTER,ZACHARY,LA,70791,Acute Care Hospitals,Government - Hospital District or Authority,lane regional medical center,Quorum Health Corporation,,,,,,,cms_gov,high,190020,109.0,3405.0,QUORUM HEALTH CORP,76511738.0,0.0231245516
190025,SAVOY MEDICAL CENTER,MAMOU,LA,70554,Acute Care Hospitals,Voluntary non-profit - Other,savoy medical center,Christus Health,Unknown,Unknown,False,Epic,,,cms_gov,high,190025,28.0,380.0,CHRISTUS HEALTH,43062414.0,0.0150909735
190026,RAPIDES REGIONAL MEDICAL CENTER,ALEXANDRIA,LA,71301,Acute Care Hospitals,Proprietary,rapides regional medical center,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,190026,375.0,13532.0,HCA HEALTHCARE INC,315148096.0,0.105242664
190027,CHRISTUS OCHSNER ST PATRICK HOSPITAL,LAKE CHARLES,LA,70601,Acute Care Hospitals,Voluntary non-profit - Private,christus ochsner st patrick hospital,Christus Health,Unknown,Unknown,False,Epic,,,cms_gov,high,190027,100.0,5659.0,CHRISTUS HEALTH,189418889.0,0.0229085025
190034,ABBEVILLE GENERAL HOSPITAL,ABBEVILLE,LA,70510,Acute Care Hospitals,Government - Hospital District or Authority,abbeville general hospital,,,,,,,,cms_gov,high,190034,44.0,1454.0,ABBEVILLE GENERAL HOSPITAL,72096452.0,0.0189184032
